Arrival_Time,Creation_Time,x,y,z
1427705181365,1427706998801260074,0.14048767,-0.37313843,9.69429
1427705181370,1427706998806295474,0.13453674,-0.38504028,9.7799835
1427705181375,1427706998811330875,0.17500305,-0.4076538,9.740707
1427705181382,1427706998816366275,0.15596008,-0.42312622,9.724045
1427705181385,1427706998821401675,0.17857361,-0.37789917,9.671677
1427705181390,1427706998826437076,0.13334656,-0.3909912,9.714523
1427705181395,1427706998831502994,0.15953064,-0.3921814,9.720474
1427705181400,1427706998836538394,0.16191101,-0.3671875,9.705002
1427705181405,1427706998841573794,0.17619324,-0.4076538,9.785934
1427705181410,1427706998846578677,0.115493774,-0.33624268,9.771652
1427705181415,1427706998851614078,0.21070862,-0.3921814,9.6645355
1427705181420,1427706998856649478,0.16667175,-0.32791138,9.760941
1427705181425,1427706998861684878,0.14405823,-0.38623047,9.708572
1427705181430,1427706998866720279,0.16667175,-0.39813232,9.741898
1427705181437,1427706998871755679,0.1797638,-0.39575195,9.69191
1427705181441,1427706998876791080,0.14167786,-0.37670898,9.712143
1427705181446,1427706998881826480,0.15000916,-0.39337158,9.688339
1427705181451,1427706998886861880,0.19761658,-0.38742065,9.676437
1427705181456,1427706998891897281,0.17024231,-0.3755188,9.726425
1427705181461,1427706998896932681,0.12858582,-0.38623047,9.716904
1427705181466,1427706998901968082,0.19285583,-0.3826599,9.699051
1427705181471,1427706998907003482,0.15596008,-0.34933472,9.708572
1427705181476,1427706998912038882,0.15953064,-0.41479492,9.738327
1427705181481,1427706998917074283,0.15119934,-0.34933472,9.75618
1427705181486,1427706998922109683,0.15000916,-0.40289307,9.69072
1427705181491,1427706998927145084,0.16429138,-0.39813232,9.658585
1427705181496,1427706998932180484,0.16905212,-0.38504028,9.760941
1427705181501,1427706998937215884,0.14881897,-0.37313843,9.746658
1427705181506,1427706998942251285,0.21665955,-0.38027954,9.729996
1427705181511,1427706998947286685,0.15834045,-0.35766602,9.741898
1427705181516,1427706998952322085,0.15000916,-0.34695435,9.734756
1427705181521,1427706998957357486,0.18571472,-0.3659973,9.685959
1427705181526,1427706998962392886,0.17738342,-0.3659973,9.744278
1427705181531,1427706998967428287,0.17500305,-0.38742065,9.657394
1427705181536,1427706998972463687,0.16548157,-0.38504028,9.705002
1427705181541,1427706998977499087,0.12620544,-0.36480713,9.753799
1427705181546,1427706998982534488,0.16429138,-0.38861084,9.702621
1427705181552,1427706998987569888,0.1714325,-0.45169067,9.75499
1427705181557,1427706998992605289,0.15357971,-0.37075806,9.712143
1427705181562,1427706998997640689,0.19285583,-0.43502808,9.718094
1427705181566,1427706999002676089,0.20475769,-0.3826599,9.725235
1427705181571,1427706999007711490,0.13096619,-0.39575195,9.720474
1427705181577,1427706999012746890,0.16429138,-0.39575195,9.765701
1427705181582,1427706999017782291,0.1381073,-0.37194824,9.722855
1427705181587,1427706999022817691,0.16072083,-0.3743286,9.703812
1427705181592,1427706999027853091,0.12025452,-0.37908936,9.738327
1427705181597,1427706999032857974,0.115493774,-0.3921814,9.663345
1427705181602,1427706999037893375,0.14881897,-0.37670898,9.702621
1427705181607,1427706999042928775,0.16191101,-0.39575195,9.6931
1427705181612,1427706999047964175,0.20713806,-0.41241455,9.75499
1427705181617,1427706999053030093,0.18095398,-0.39337158,9.699051
1427705181622,1427706999058034976,0.17262268,-0.38146973,9.75856
1427705181627,1427706999063070376,0.1464386,-0.3671875,9.7478485
1427705181632,1427706999068105777,0.18214417,-0.408844,9.770462
1427705181637,1427706999073141177,0.21546936,-0.3826599,9.677628
1427705181642,1427706999078176578,0.13215637,-0.38861084,9.743088
1427705181647,1427706999083211978,0.19404602,-0.38623047,9.724045
1427705181652,1427706999088247378,0.1214447,-0.3671875,9.6931
1427705181658,1427706999093282779,0.16548157,-0.3921814,9.787125
1427705181663,1427706999098318179,0.15834045,-0.408844,9.808548
1427705181668,1427706999103353580,0.1631012,-0.38027954,9.775223
1427705181673,1427706999108388980,0.17262268,-0.35647583,9.764511
1427705181678,1427706999113424380,0.20713806,-0.38504028,9.738327
1427705181682,1427706999118459781,0.18571472,-0.39575195,9.728806
1427705181687,1427706999123525699,0.13453674,-0.40646362,9.719284
1427705181692,1427706999128561099,0.1631012,-0.3755188,9.652634
1427705181697,1427706999133596500,0.15357971,-0.38980103,9.7990265
1427705181702,1427706999138631900,0.1880951,-0.39456177,9.737137
1427705181707,1427706999143667300,0.1797638,-0.3909912,9.7990265
1427705181712,1427706999148702701,0.1797638,-0.4159851,9.784744
1427705181717,1427706999153738101,0.17381287,-0.4159851,9.69191
1427705181722,1427706999158773501,0.15596008,-0.41241455,9.724045
1427705181728,1427706999163808902,0.1631012,-0.38027954,9.702621
1427705181733,1427706999168844302,0.14167786,-0.3755188,9.738327
1427705181738,1427706999173879703,0.16905212,-0.36242676,9.702621
1427705181743,1427706999178915103,0.18333435,-0.3671875,9.716904
1427705181748,1427706999183950503,0.15953064,-0.38623047,9.700241
1427705181753,1427706999188985904,0.10359192,-0.37194824,9.735947
1427705181758,1427706999194021304,0.19880676,-0.37194824,9.772842
1427705181763,1427706999199056705,0.16191101,-0.3588562,9.745468
1427705181768,1427706999204092105,0.18214417,-0.40527344,9.729996
1427705181773,1427706999209127505,0.16191101,-0.4159851,9.69548
1427705181778,1427706999214162906,0.14881897,-0.37670898,9.700241
1427705181783,1427706999219198306,0.16548157,-0.37789917,9.793076
1427705181788,1427706999224233707,0.1714325,-0.41241455,9.668106
1427705181793,1427706999229269107,0.19404602,-0.3505249,9.729996
1427705181798,1427706999234304507,0.13929749,-0.34814453,9.702621
1427705181803,1427706999239339908,0.16191101,-0.39456177,9.662155
1427705181808,1427706999244375308,0.1631012,-0.3588562,9.699051
1427705181813,1427706999249410709,0.11906433,-0.4243164,9.6835785
1427705181818,1427706999254446109,0.16667175,-0.39813232,9.752609
1427705181823,1427706999259481509,0.15953064,-0.40527344,9.708572
1427705181828,1427706999264516910,0.17619324,-0.3683777,9.727615
1427705181833,1427706999269552310,0.16786194,-0.3659973,9.69429
1427705181839,1427706999274587710,0.1714325,-0.40170288,9.700241
1427705181844,1427706999279592593,0.21903992,-0.3909912,9.762131
1427705181849,1427706999284627994,0.17738342,-0.38623047,9.752609
1427705181854,1427706999289663394,0.17024231,-0.408844,9.718094
1427705181859,1427706999294729312,0.17738342,-0.41122437,9.735947
1427705181864,1427706999299734195,0.16786194,-0.3909912,9.729996
1427705181870,1427706999304769595,0.17619324,-0.3921814,9.795456
1427705181876,1427706999309804996,0.15238953,-0.3671875,9.75975
1427705181880,1427706999314962466,0.16786194,-0.40408325,9.774033
1427705181886,1427706999320028384,0.11906433,-0.3755188,9.735947
1427705181890,1427706999325094302,0.21308899,-0.36123657,9.735947
1427705181901,1427706999330129703,0.13215637,-0.39456177,9.719284
1427705181901,1427706999335134585,0.16667175,-0.41122437,9.705002
1427705181906,1427706999340139468,0.18333435,-0.34576416,9.700241
1427705181910,1427706999345205386,0.20594788,-0.3683777,9.740707
1427705181915,1427706999350271304,0.15596008,-0.37670898,9.7478485
1427705181920,1427706999355306705,0.16072083,-0.43978882,9.743088
1427705181925,1427706999360342105,0.15834045,-0.40408325,9.781174
1427705181930,1427706999365377505,0.11073303,-0.36480713,9.703812
1427705181935,1427706999370412906,0.16667175,-0.41360474,9.735947
1427705181941,1427706999375448306,0.21546936,-0.3826599,9.731186
1427705181945,1427706999380483707,0.19166565,-0.3600464,9.675247
1427705181950,1427706999385519107,0.14762878,-0.34695435,9.733566
1427705181955,1427706999390523990,0.15000916,-0.3921814,9.709763
1427705181960,1427706999395589908,0.16786194,-0.3755188,9.781174
1427705181966,1427706999400625308,0.18095398,-0.4421692,9.665726
1427705181970,1427706999405660709,0.18095398,-0.4243164,9.75499
1427705181975,1427706999410665591,0.1631012,-0.37194824,9.745468
1427705181981,1427706999415700992,0.1714325,-0.4005127,9.722855
1427705181986,1427706999420736392,0.21308899,-0.3826599,9.7668915
1427705181991,1427706999425771793,0.15357971,-0.4005127,9.689529
1427705181995,1427706999430837710,0.15238953,-0.40170288,9.769272
1427705182000,1427706999435842593,0.18928528,-0.40527344,9.676437
1427705182005,1427706999440877994,0.14881897,-0.37313843,9.765701
1427705182011,1427706999445913394,0.18452454,-0.3993225,9.622879
1427705182017,1427706999450948794,0.15596008,-0.41836548,9.676437
1427705182021,1427706999455953677,0.15953064,-0.3743286,9.713333
1427705182026,1427706999461019595,0.18333435,-0.3755188,9.753799
1427705182031,1427706999466054996,0.17024231,-0.41955566,9.6931
1427705182036,1427706999471090396,0.14762878,-0.41122437,9.771652
1427705182041,1427706999476125796,0.11906433,-0.39337158,9.69072
1427705182046,1427706999481191714,0.16072083,-0.4326477,9.700241
1427705182051,1427706999486196597,0.15238953,-0.38623047,9.731186
1427705182056,1427706999491262515,0.1547699,-0.40289307,9.745468
1427705182061,1427706999496267398,0.17619324,-0.34576416,9.6931
1427705182066,1427706999501302798,0.14881897,-0.40170288,9.69072
1427705182072,1427706999506338199,0.104782104,-0.4076538,9.731186
1427705182076,1427706999511343082,0.15000916,-0.3909912,9.701431
1427705182081,1427706999516378482,0.1214447,-0.3838501,9.741898
1427705182086,1427706999521474918,0.15119934,-0.34814453,9.676437
1427705182092,1427706999526510318,0.1880951,-0.38623047,9.696671
1427705182096,1427706999531515201,0.15000916,-0.37194824,9.699051
1427705182101,1427706999536520084,0.15715027,-0.34576416,9.7478485
1427705182106,1427706999541555484,0.2035675,-0.3826599,9.760941
1427705182112,1427706999546590884,0.12858582,-0.3588562,9.738327
1427705182116,1427706999551687320,0.18452454,-0.4255066,9.752609
1427705182121,1427706999556692203,0.1631012,-0.40646362,9.727615
1427705182126,1427706999561697085,0.07383728,-0.4243164,9.712143
1427705182131,1427706999566793521,0.19404602,-0.3909912,9.710953
1427705182136,1427706999571828921,0.129776,-0.36956787,9.769272
1427705182142,1427706999576833804,0.16905212,-0.3826599,9.725235
1427705182147,1427706999581869205,0.13691711,-0.3683777,9.770462
1427705182152,1427706999586904605,0.129776,-0.33862305,9.789505
1427705182157,1427706999591940005,0.14762878,-0.408844,9.675247
1427705182162,1427706999597147404,0.17500305,-0.3921814,9.769272
1427705182167,1427706999602182804,0.10954285,-0.37908936,9.788315
1427705182172,1427706999607218205,0.12739563,-0.45526123,9.728806
1427705182177,1427706999612253605,0.14881897,-0.35290527,9.714523
1427705182182,1427706999617319523,0.17857361,-0.41241455,9.800217
1427705182187,1427706999622293888,0.18452454,-0.408844,9.671677
1427705182192,1427706999627359806,0.20475769,-0.408844,9.671677
1427705182197,1427706999632395207,0.15715027,-0.3838501,9.777603
1427705182202,1427706999637461124,0.18452454,-0.36361694,9.69548
1427705182207,1427706999642435490,0.14167786,-0.42074585,9.6931
1427705182212,1427706999647470890,0.16786194,-0.33743286,9.718094
1427705182217,1427706999652567326,0.17262268,-0.35647583,9.746658
1427705182222,1427706999657572208,0.13096619,-0.40408325,9.735947
1427705182227,1427706999662577091,0.14167786,-0.3600464,9.740707
1427705182232,1427706999667673527,0.17024231,-0.37908936,9.702621
1427705182250,1427706999672647892,0.17381287,-0.34933472,9.700241
1427705182251,1427706999677713810,0.16429138,-0.3826599,9.719284
1427705182251,1427706999682749210,0.1464386,-0.38146973,9.682388
1427705182253,1427706999687754093,0.15834045,-0.41241455,9.708572
1427705182258,1427706999692850529,0.11192322,-0.38504028,9.735947
1427705182263,1427706999697885929,0.1547699,-0.41241455,9.732376
1427705182268,1427706999702921330,0.16667175,-0.38623047,9.734756
1427705182274,1427706999707926212,0.14405823,-0.43621826,9.777603
1427705182278,1427706999712992130,0.1714325,-0.4171753,9.726425
1427705182283,1427706999718027531,0.1797638,-0.35766602,9.708572
1427705182288,1427706999723032414,0.19285583,-0.4005127,9.681198
1427705182294,1427706999728037296,0.19761658,-0.408844,9.800217
1427705182298,1427706999733133732,0.1797638,-0.35290527,9.731186
1427705182307,1427706999738138615,0.19285583,-0.39813232,9.7157135
1427705182310,1427706999743174015,0.15119934,-0.38861084,9.718094
1427705182314,1427706999748239933,0.18571472,-0.3993225,9.701431
1427705182318,1427706999753275333,0.1631012,-0.408844,9.696671
1427705182324,1427706999758310734,0.18452454,-0.38027954,9.746658
1427705182328,1427706999763346134,0.20237732,-0.36480713,9.705002
1427705182332,1427706999768259464,0.19404602,-0.42312622,9.790695
1427705182337,1427706999773264347,0.17024231,-0.37194824,9.815689
1427705182342,1427706999778299748,0.13096619,-0.3838501,9.709763
1427705182347,1427706999783335148,0.17024231,-0.3671875,9.765701
1427705182352,1427706999788370548,0.14167786,-0.41360474,9.676437
1427705182357,1427706999793405949,0.16786194,-0.3588562,9.722855
1427705182362,1427706999798441349,0.12501526,-0.38623047,9.770462
1427705182367,1427706999803476749,0.15715027,-0.3683777,9.657394
1427705182372,1427706999808512150,0.14048767,-0.3909912,9.697861
1427705182377,1427706999813547550,0.1214447,-0.41479492,9.744278
1427705182382,1427706999818582951,0.1547699,-0.40289307,9.705002
1427705182387,1427706999823618351,0.15596008,-0.41003418,9.760941
1427705182392,1427706999828653751,0.10240173,-0.43026733,9.720474
1427705182397,1427706999833689152,0.15715027,-0.3755188,9.689529
1427705182402,1427706999838724552,0.10835266,-0.3838501,9.751419
1427705182408,1427706999843759953,0.13572693,-0.40289307,9.729996
1427705182412,1427706999848795353,0.1880951,-0.4005127,9.69429
1427705182417,1427706999853830753,0.16786194,-0.3743286,9.728806
1427705182422,1427706999858866154,0.13572693,-0.37075806,9.716904
1427705182428,1427706999863901554,0.15715027,-0.3993225,9.659775
1427705182433,1427706999868967472,0.19285583,-0.35647583,9.727615
1427705182438,1427706999873972355,0.17619324,-0.3671875,9.731186
1427705182443,1427706999879007755,0.129776,-0.4255066,9.75618
1427705182448,1427706999884043156,0.12382507,-0.35766602,9.672867
1427705182453,1427706999889078556,0.15596008,-0.38623047,9.671677
1427705182458,1427706999894113957,0.16191101,-0.42312622,9.735947
1427705182463,1427706999899149357,0.15834045,-0.36123657,9.62883
1427705182468,1427706999904184757,0.129776,-0.38742065,9.716904
1427705182473,1427706999909220158,0.13096619,-0.4171753,9.706192
1427705182478,1427706999914255558,0.19880676,-0.41003418,9.731186
1427705182483,1427706999919290958,0.11430359,-0.39337158,9.741898
1427705182488,1427706999924326359,0.17024231,-0.3671875,9.791885
1427705182493,1427706999929361759,0.15119934,-0.38027954,9.699051
1427705182498,1427706999934397160,0.16191101,-0.34576416,9.703812
1427705182503,1427706999939432560,0.15000916,-0.36361694,9.668106
1427705182508,1427706999944467960,0.13453674,-0.37194824,9.737137
1427705182513,1427706999949503361,0.15596008,-0.38504028,9.75499
1427705182518,1427706999954538761,0.18214417,-0.37313843,9.727615
1427705182523,1427706999959574162,0.16786194,-0.38504028,9.75975
1427705182528,1427706999964609562,0.1547699,-0.38027954,9.725235
1427705182533,1427706999969644962,0.17857361,-0.41955566,9.714523
1427705182538,1427706999974680363,0.14286804,-0.36956787,9.725235
1427705182543,1427706999979715763,0.1381073,-0.3838501,9.75737
1427705182548,1427706999984751164,0.1631012,-0.39575195,9.724045
1427705182553,1427706999989786564,0.14524841,-0.41479492,9.764511
1427705182558,1427706999994821964,0.1547699,-0.38623047,9.689529
1427705182564,1427706999999857365,0.1381073,-0.33029175,9.787125
1427705182569,1427707000004892765,0.15000916,-0.3921814,9.765701
1427705182574,1427707000009928166,0.12739563,-0.43026733,9.716904
1427705182579,1427707000014963566,0.16548157,-0.3755188,9.705002
1427705182584,1427707000019998966,0.20713806,-0.37670898,9.733566
1427705182589,1427707000025034367,0.14524841,-0.36242676,9.69191
1427705182594,1427707000030069767,0.17857361,-0.42312622,9.740707
1427705182599,1427707000035105167,0.12382507,-0.42669678,9.75856
1427705182604,1427707000040110050,0.17619324,-0.33267212,9.725235
1427705182609,1427707000045175968,0.15953064,-0.36361694,9.720474
1427705182614,1427707000050180851,0.15715027,-0.35528564,9.737137
1427705182619,1427707000055216251,0.21903992,-0.42193604,9.745468
1427705182625,1427707000060251652,0.2035675,-0.3993225,9.729996
1427705182630,1427707000065287052,0.16191101,-0.38504028,9.685959
1427705182635,1427707000070322453,0.18214417,-0.42788696,9.733566
1427705182641,1427707000075388371,0.13929749,-0.3838501,9.7157135
1427705182645,1427707000080393253,0.15119934,-0.4005127,9.774033
1427705182651,1427707000085428654,0.12620544,-0.43145752,9.75499
1427705182658,1427707000090464054,0.14881897,-0.37789917,9.735947
1427705182661,1427707000095499455,0.18095398,-0.42907715,9.733566
1427705182665,1427707000100565373,0.1547699,-0.33029175,9.721664
1427705182670,1427707000105570255,0.15715027,-0.41479492,9.707382
1427705182675,1427707000110605656,0.14405823,-0.3743286,9.659775
1427705182680,1427707000115641056,0.17024231,-0.40289307,9.682388
1427705182685,1427707000120706974,0.13215637,-0.37313843,9.718094
1427705182690,1427707000125925480,0.17619324,-0.3826599,9.760941
1427705182695,1427707000130777775,0.13572693,-0.36361694,9.787125
1427705182700,1427707000135843693,0.13334656,-0.3600464,9.751419
1427705182705,1427707000141031681,0.15238953,-0.3600464,9.710953
1427705182710,1427707000146036564,0.18452454,-0.33029175,9.75975
1427705182715,1427707000150888859,0.15119934,-0.3671875,9.697861
1427705182720,1427707000156076847,0.12858582,-0.41479492,9.655014
1427705182725,1427707000160990177,0.15000916,-0.3421936,9.671677
1427705182730,1427707000166056095,0.12025452,-0.3600464,9.720474
1427705182735,1427707000171213566,0.18333435,-0.42669678,9.688339
1427705182740,1427707000176187931,0.15953064,-0.3826599,9.714523
1427705182745,1427707000181223332,0.11073303,-0.35290527,9.669296
1427705182750,1427707000186289249,0.19404602,-0.3659973,9.712143
1427705182755,1427707000191233097,0.15000916,-0.36480713,9.745468
1427705182760,1427707000196360050,0.1797638,-0.3600464,9.745468
1427705182765,1427707000201334416,0.14524841,-0.42669678,9.697861
1427705182770,1427707000206278263,0.14881897,-0.3517151,9.713333
1427705182775,1427707000211344181,0.15000916,-0.34457397,9.720474
1427705182780,1427707000216471134,0.12501526,-0.38623047,9.678818
1427705182785,1427707000221598087,0.14762878,-0.4255066,9.734756
1427705182790,1427707000226541935,0.15000916,-0.39337158,9.6514435
1427705182795,1427707000231516300,0.15596008,-0.3993225,9.703812
1427705182800,1427707000236521183,0.11668396,-0.37670898,9.7157135
1427705182805,1427707000241648136,0.19880676,-0.3921814,9.685959
1427705182810,1427707000246744572,0.13453674,-0.38146973,9.720474
1427705182816,1427707000251749455,0.17024231,-0.4171753,9.662155
1427705182821,1427707000256693302,0.1631012,-0.32077026,9.710953
1427705182825,1427707000261728703,0.1714325,-0.34814453,9.659775
1427705182830,1427707000266733585,0.22499084,-0.37194824,9.700241
1427705182835,1427707000271830021,0.17738342,-0.3838501,9.709763
1427705182841,1427707000276834904,0.17619324,-0.43740845,9.749039
1427705182846,1427707000281900822,0.15238953,-0.35528564,9.740707
1427705182851,1427707000287058292,0.14524841,-0.38146973,9.710953
1427705182856,1427707000292032658,0.1869049,-0.36956787,9.745468
1427705182861,1427707000297037541,0.13215637,-0.3517151,9.697861
1427705182866,1427707000302103458,0.23213196,-0.4005127,9.727615
1427705182871,1427707000306986271,0.18928528,-0.40289307,9.688339
1427705182876,1427707000312052189,0.1797638,-0.38742065,9.738327
1427705182881,1427707000317087589,0.1952362,-0.3826599,9.764511
1427705182886,1427707000322122990,0.11906433,-0.37075806,9.810928
1427705182891,1427707000327188908,0.11668396,-0.35647583,9.739517
1427705182896,1427707000332346378,0.19880676,-0.36956787,9.702621
1427705182901,1427707000337320744,0.15357971,-0.38623047,9.765701
1427705182906,1427707000342356144,0.14881897,-0.37908936,9.682388
1427705182911,1427707000347361027,0.13334656,-0.41479492,9.7157135
1427705182916,1427707000352457462,0.16429138,-0.3659973,9.659775
1427705182921,1427707000357492863,0.14524841,-0.3838501,9.702621
1427705182926,1427707000362375675,0.18452454,-0.34457397,9.6931
1427705182931,1427707000367441593,0.14048767,-0.39456177,9.696671
1427705182936,1427707000372599064,0.1547699,-0.3743286,9.662155
1427705182941,1427707000377634464,0.19047546,-0.38027954,9.726425
1427705182946,1427707000382608830,0.17738342,-0.37194824,9.700241
1427705182952,1427707000387705265,0.1631012,-0.34814453,9.734756
1427705182956,1427707000392649113,0.19880676,-0.35528564,9.696671
1427705182961,1427707000397653996,0.18095398,-0.4255066,9.782364
1427705182966,1427707000402780949,0.2118988,-0.36956787,9.699051
1427705182972,1427707000407846867,0.17619324,-0.3588562,9.718094
1427705182977,1427707000412821232,0.19880676,-0.408844,9.7478485
1427705182982,1427707000417917667,0.17024231,-0.42788696,9.718094
1427705182987,1427707000422922550,0.1797638,-0.42074585,9.703812
1427705182992,1427707000427927433,0.14405823,-0.39813232,9.701431
1427705182997,1427707000433023869,0.20237732,-0.38146973,9.734756
1427705183002,1427707000437967716,0.20118713,-0.36956787,9.738327
1427705183007,1427707000443064152,0.12739563,-0.38623047,9.795456
1427705183012,1427707000448069035,0.18095398,-0.4171753,9.671677
1427705183017,1427707000453012882,0.16548157,-0.37194824,9.7990265
1427705183022,1427707000458109318,0.16905212,-0.37670898,9.763321
1427705183027,1427707000463297306,0.14048767,-0.3588562,9.696671
1427705183032,1427707000468271671,0.1797638,-0.43026733,9.737137
1427705183037,1427707000473246037,0.16548157,-0.41003418,9.764511
1427705183042,1427707000478250919,0.18214417,-0.37313843,9.729996
1427705183047,1427707000483286320,0.1464386,-0.40170288,9.719284
1427705183052,1427707000488474308,0.16786194,-0.42669678,9.712143
1427705183057,1427707000493418156,0.17857361,-0.40289307,9.652634
1427705183062,1427707000498423039,0.15238953,-0.35766602,9.702621
1427705183067,1427707000503427921,0.15953064,-0.36123657,9.676437
1427705183072,1427707000508432804,0.15715027,-0.43145752,9.790695
1427705183077,1427707000513559757,0.17024231,-0.35766602,9.731186
1427705183082,1427707000518656193,0.15238953,-0.39456177,9.727615
1427705183087,1427707000523661076,0.16905212,-0.3671875,9.734756
1427705183093,1427707000528635441,0.15834045,-0.39575195,9.768082
1427705183098,1427707000533640324,0.13929749,-0.3517151,9.785934
1427705183102,1427707000538853372,0.12620544,-0.4159851,9.6835785
1427705183107,1427707000544010842,0.13572693,-0.3659973,9.670486
1427705183113,1427707000548954690,0.16191101,-0.3838501,9.7668915
1427705183118,1427707000553959573,0.17262268,-0.39813232,9.749039
1427705183123,1427707000558964456,0.15357971,-0.39575195,9.749039
1427705183127,1427707000563969338,0.14524841,-0.38980103,9.720474
1427705183132,1427707000569004739,0.16072083,-0.38980103,9.708572
1427705183138,1427707000574040139,0.1952362,-0.39694214,9.740707
1427705183143,1427707000579167092,0.1464386,-0.32434082,9.672867
1427705183148,1427707000584110940,0.10240173,-0.36123657,9.705002
1427705183153,1427707000589146340,0.1952362,-0.3683777,9.7478485
1427705183158,1427707000594181741,0.16667175,-0.38504028,9.722855
1427705183163,1427707000599217141,0.13929749,-0.3909912,9.700241
1427705183168,1427707000604283059,0.15834045,-0.3909912,9.7478485
1427705183173,1427707000609257424,0.1381073,-0.35766602,9.745468
1427705183179,1427707000614323342,0.17857361,-0.44573975,9.722855
1427705183183,1427707000619358743,0.14524841,-0.37313843,9.702621
1427705183188,1427707000624394143,0.13453674,-0.4171753,9.7157135
1427705183193,1427707000629429544,0.16429138,-0.38980103,9.745468
1427705183198,1427707000634464944,0.1631012,-0.40408325,9.710953
1427705183203,1427707000639500344,0.12858582,-0.33624268,9.701431
1427705183208,1427707000644535745,0.10835266,-0.36480713,9.752609
1427705183213,1427707000649571145,0.13215637,-0.38146973,9.738327
1427705183218,1427707000654606546,0.17857361,-0.39694214,9.790695
1427705183223,1427707000659641946,0.05241394,-0.37075806,9.733566
1427705183228,1427707000664677346,0.13572693,-0.42193604,9.689529
1427705183233,1427707000669712747,0.14167786,-0.38861084,9.705002
1427705183238,1427707000674748147,0.19404602,-0.41122437,9.677628
1427705183243,1427707000679783547,0.17619324,-0.35766602,9.69548
1427705183248,1427707000684818948,0.16905212,-0.37789917,9.783554
1427705183253,1427707000689854348,0.15834045,-0.41479492,9.727615
1427705183258,1427707000694889749,0.17619324,-0.39337158,9.790695
1427705183263,1427707000699925149,0.1714325,-0.38980103,9.641922
1427705183269,1427707000704960549,0.15834045,-0.3659973,9.682388
1427705183274,1427707000709995950,0.13453674,-0.37670898,9.75975
1427705183279,1427707000715031350,0.17619324,-0.37908936,9.782364
1427705183284,1427707000720066751,0.16548157,-0.38861084,9.685959
1427705183289,1427707000725102151,0.14405823,-0.3921814,9.833542
1427705183294,1427707000730137551,0.15715027,-0.37789917,9.7478485
1427705183299,1427707000735172952,0.17619324,-0.38980103,9.6931
1427705183304,1427707000740208352,0.18928528,-0.3600464,9.745468
1427705183309,1427707000745243753,0.15000916,-0.41360474,9.745468
1427705183314,1427707000750279153,0.16191101,-0.39813232,9.782364
1427705183319,1427707000755314553,0.16667175,-0.41003418,9.707382
1427705183324,1427707000760349954,0.1214447,-0.440979,9.765701
1427705183329,1427707000765385354,0.17024231,-0.39813232,9.69548
1427705183334,1427707000770420754,0.14405823,-0.42312622,9.684769
1427705183339,1427707000775456155,0.10002136,-0.3755188,9.7799835
1427705183344,1427707000780491555,0.13929749,-0.38027954,9.82164
1427705183349,1427707000785526956,0.19880676,-0.41360474,9.763321
1427705183354,1427707000790562356,0.15119934,-0.38861084,9.657394
1427705183359,1427707000795597756,0.1214447,-0.45169067,9.658585
1427705183365,1427707000800633157,0.20475769,-0.36123657,9.634781
1427705183369,1427707000805668557,0.1714325,-0.39575195,9.734756
1427705183374,1427707000810703958,0.1880951,-0.43026733,9.726425
1427705183379,1427707000815739358,0.1214447,-0.43145752,9.719284
1427705183384,1427707000820774758,0.18333435,-0.3921814,9.69548
1427705183389,1427707000825810159,0.15834045,-0.4159851,9.735947
1427705183395,1427707000830845559,0.16429138,-0.4255066,9.696671
1427705183400,1427707000835880960,0.20118713,-0.4326477,9.714523
1427705183405,1427707000840916360,0.13572693,-0.3838501,9.725235
1427705183410,1427707000845951760,0.115493774,-0.36361694,9.6835785
1427705183416,1427707000850987161,0.17857361,-0.40527344,9.75499
1427705183420,1427707000856022561,0.12858582,-0.38504028,9.716904
1427705183425,1427707000861057962,0.19999695,-0.40646362,9.703812
1427705183430,1427707000866093362,0.104782104,-0.36956787,9.775223
1427705183435,1427707000871159280,0.11668396,-0.43145752,9.726425
1427705183440,1427707000876164163,0.17738342,-0.39694214,9.675247
1427705183445,1427707000881199563,0.15834045,-0.4076538,9.751419
1427705183450,1427707000886204446,0.12858582,-0.42074585,9.7157135
1427705183455,1427707000891270364,0.18928528,-0.35766602,9.7157135
1427705183460,1427707000896305764,0.15000916,-0.41479492,9.637161
1427705183465,1427707000901341165,0.14167786,-0.39694214,9.743088
1427705183470,1427707000906376565,0.14048767,-0.3909912,9.705002
1427705183475,1427707000911411965,0.14286804,-0.41003418,9.678818
1427705183480,1427707000916447366,0.15715027,-0.3421936,9.7990265
1427705183485,1427707000921482766,0.21308899,-0.38027954,9.69429
1427705183490,1427707000926518167,0.12858582,-0.3921814,9.69191
1427705183495,1427707000931553567,0.1952362,-0.3921814,9.724045
1427705183500,1427707000936588967,0.18333435,-0.3505249,9.620499
1427705183505,1427707000941624368,0.16786194,-0.3683777,9.712143
1427705183510,1427707000946659768,0.15715027,-0.35409546,9.666916
1427705183515,1427707000951695169,0.1631012,-0.39337158,9.719284
1427705183520,1427707000956730569,0.14405823,-0.38146973,9.720474
1427705183525,1427707000961765969,0.13453674,-0.42907715,9.75975
1427705183530,1427707000966801370,0.1797638,-0.39456177,9.669296
1427705183535,1427707000971836770,0.16548157,-0.37075806,9.647873
1427705183540,1427707000976872171,0.16786194,-0.39694214,9.685959
1427705183545,1427707000981907571,0.17024231,-0.31958008,9.726425
1427705183550,1427707000986942971,0.1547699,-0.3671875,9.744278
1427705183555,1427707000991978372,0.16548157,-0.3838501,9.721664
